Age,Weight,Goal,Exercise,Title,Type,Equipment,Level,Rating,Desc
22,90.9269490309812,2,Holman Feet-Elevated Plank Pike Pull to Push-Up,Holman Feet-Elevated Plank Pike Pull to Push-Up,Strength,2,1,6.286607142857143,
42,98.17455061066168,1,Holman Heavy Double Pike,Holman Heavy Double Pike,Strength,4,1,6.286607142857143,
19,77.81652919250807,2,Holman Weighted Pike,Holman Weighted Pike,Strength,9,1,6.286607142857143,
27,83.59279571144512,2,MetaBurn Plank Up-Down,MetaBurn Plank Up-Down,Strength,2,1,6.286607142857143,
47,98.01774151880889,2,Alternating High Knee Raise,Alternating High Knee Raise,Strength,2,1,6.286607142857143,
22,51.216585312983575,1,HM Superman Plank,HM Superman Plank,Strength,2,1,6.286607142857143,
50,72.6191459949195,0,FYR Leg Lift,FYR Leg Lift,Strength,2,1,6.286607142857143,The seated leg lift is a bodyweight exercise targeting the muscles of the core and hip flexors. It can be performed for time or reps in the core-focused portion of any workout.
18,118.11684236492425,2,Side plank hip dip,Side plank hip dip,Strength,2,1,6.286607142857143,"The side plank hip dip is a dynamic version of the side plank exercise focusing on the oblique muscles, as well as the transversus abdominis or deep core muscles. It can be performed for time or reps and can work in a warm-up or in the core-focused portion of any workout."
35,90.60785607868277,0,Holman Side Plank Hip Drop,Holman Side Plank Hip Drop,Strength,2,1,6.286607142857143,
49,67.79572059282452,2,HM Air Jumping Rope,HM Air Jumping Rope,Strength,2,1,6.286607142857143,
28,86.52110326453493,0,MetaBurn Alternating Knee-to-Elbow Mountain Climber,MetaBurn Alternating Knee-to-Elbow Mountain Climber,Strength,2,1,6.286607142857143,
38,73.98574416846407,1,Holman Crab Reach to Crab Kick,Holman Crab Reach to Crab Kick,Strength,2,1,6.286607142857143,
43,87.25714921784095,1,MetaBurn Alternating Plank Row With Dumbbell Pull-Through,MetaBurn Alternating Plank Row With Dumbbell Pull-Through,Strength,4,1,6.286607142857143,
42,58.801905826465415,2,30 Cable Reverse Crunch On Ball,30 Cable Reverse Crunch On Ball,Strength,3,1,6.286607142857143,"The cable reverse crunch on a BOSU is performed on top of a BOSU ball between two cable pulleys, which helps target the lower abdominals specifically and is more proprioceptively challenging than a cable reverse crunch on the floor."
39,59.29002576734942,0,Ab Wheel Roll-Out - Gethin Variation,Ab Wheel Roll-Out - Gethin Variation,Strength,9,1,6.286607142857143,"The ab wheel roll-out is an exercise targeting the abdominals, often with an inexpensive wheel device with a handle on either side. Many trainers and strength coaches claim it's one of, if no the best exercise for developing strength in the midsection. Beginners may have to start with a limited range of motion or just wheel planks."
44,60.0479653427575,1,Machine crunch,Machine crunch,Strength,7,1,6.286607142857143,"The machine crunch is a machine-based exercise targeting the abdominal muscles. It involves sitting upright in the machine and curling the torso down against a pre-set level of resistance. On some machines, the knees also curl up toward the torso. Crunch machines usually use extra resistance in the form of selectorized weight stacks or plate loading, and are often performed for moderate to high reps, such as 8-12 reps per set or more, as part of the ab-focused portion of a workout."
30,115.78738543487893,2,Decline Crunch,Decline Crunch,Strength,2,1,9.0,The decline crunch is an effective core exercise targeting the rectus abdominis.
50,101.30292428389393,2,Holman Boat with Feet Push-Out and Overhead Press,Holman Boat with Feet Push-Out and Overhead Press,Strength,4,1,6.286607142857143,
51,61.36673262636246,1,Holman Feet-Elevated Up-Down Elbow Plank,Holman Feet-Elevated Up-Down Elbow Plank,Strength,2,1,6.286607142857143,
58,63.1844358635921,1,Weighted Sit-Ups - With Bands,Weighted Sit-Ups - With Bands,Strength,9,1,8.0,"The weighted sit-up is a more difficult version of a highly popular abdominal movement. The simple addition of a weight makes the sit-up far more difficult, providing a different stimulus to the core during training and helping build strong abs."
52,101.15806324096135,2,Holman Alternating Up-Down Plank to Push-Up,Holman Alternating Up-Down Plank to Push-Up,Strength,2,1,6.286607142857143,
18,60.931469135452176,0,Holman Plate Straight Plank Pike to Jack,Holman Plate Straight Plank Pike to Jack,Strength,9,1,6.286607142857143,
38,66.41929053343802,0,Holman Hand-Elevated Walk-Over Push-Up,Holman Hand-Elevated Walk-Over Push-Up,Strength,2,1,6.286607142857143,
23,117.43427829742794,0,HM Hollow-Body Pulse,HM Hollow-Body Pulse,Strength,2,1,6.286607142857143,
45,67.87145673099023,2,Dumbbell crunch,Dumbbell crunch,Strength,4,1,6.286607142857143,"The dumbbell crunch is a more difficult version of a highly popular abdominal movement. The simple addition of a weight makes the crunch far more difficult, providing a different stimulus to the core during training."
34,96.31426452598026,1,Parallel bars knee raise,Parallel bars knee raise,Strength,2,1,6.286607142857143,"The parallel bars knee raise is a bodyweight exercise that targets the abs. It is performed on parallel bars, starting in the top position of a dip. Knee raises are often performed for moderate to high reps, such as 8-12 reps or more, as part of ab-focused training."
22,118.50419011803713,2,Holman Elbow Plank to Stacked Plank Hip Drop,Holman Elbow Plank to Stacked Plank Hip Drop,Strength,2,1,6.286607142857143,
48,76.20077369978549,1,MetaBurn Dumbbell Russian Twist,MetaBurn Dumbbell Russian Twist,Strength,4,1,6.286607142857143,
22,51.226119360344356,0,FYR Crab Kick,FYR Crab Kick,Strength,2,1,6.286607142857143,"The crab toe-touch is a full-body exercise targeting the glutes, hamstrings, quads, and core."
55,67.0903103295662,0,Hanging Leg Raise - Variation Gethin,Hanging Leg Raise - Variation Gethin,Strength,2,1,6.286607142857143,"The hanging leg raise is an exercise targeting the abs and hip flexors. Instead of resting the forearms on the pads of apparatus, hang from a bar. It can be performed for time or reps in the ab-focused portion of any workout."
20,108.16140339391939,1,AM Cable Crunch,AM Cable Crunch,Strength,3,1,6.286607142857143,"The kneeling cable crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the rectus abdominus or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps like 8-12 reps per set or higher."
40,110.52261851685256,1,HM Alternating Side Plank Reach,HM Alternating Side Plank Reach,Strength,2,1,6.286607142857143,
54,103.79635551666539,2,Hanging toes-to-bar,Hanging toes-to-bar,Strength,2,1,9.0,"The hanging toes-to-bar is an advanced abdominal exercise in which the lifter touches their feet to a pull-up bar. There are many ways to perform this movement (strict or swinging, arms completely straight or slightly bent, legs straight or bent) each providing unique benefits and challenges. Initially, it may be a difficult move to do for a single rep, but once you build the requisite core, lat, and shoulder strength, it can be performed for higher reps."
54,57.917687335360114,0,Holman Hands-Elevated Hill Climber,Holman Hands-Elevated Hill Climber,Strength,2,1,6.286607142857143,
27,105.68572601874823,2,FYR Hollow-Body Rock,FYR Hollow-Body Rock,Strength,2,1,6.286607142857143,"The hollow-body rock is a bodyweight abdominal exercise performed on the floor. It starts with a hollow-body hold and adds a back-and-forth rock that challenges core stability and increases the difficulty of the movement. It can be performed for time or for reps, either in an ab-focused portion of a workout or as part of a circuit workout."
27,114.3074457895453,2,Hollow-body knee tuck,Hollow-body knee tuck,Strength,2,1,6.286607142857143,"The hollow-body knee tuck is a bodyweight abdominal exercise performed on the floor. It is similar to both the hollow-body hold and the knee tuck or reverse crunch, combining elements of both. It primarily targets the muscles of the rectus abdominis, or “six-pack” muscles. It can be performed for reps or time, either as part of an ab-focused workout or as a component of a circuit workout."
36,92.04266797823652,2,Side plank,Side plank,Strength,2,1,6.286607142857143,"The side plank is a popular isometric abdominal exercise focusing on the oblique muscles, as well as the transversus abdominis or deep core muscles. It is sometimes paired with the curl up and bird dog as the “McGill big three” for core strength and stability. It is performed for time and can work in a warm-up or in the core-focused portion of any workout."
34,115.86127494366454,0,Holman Elbow Plank to Alternating Side Plank Crunch,Holman Elbow Plank to Alternating Side Plank Crunch,Strength,2,1,6.286607142857143,
38,107.87872185983142,2,Crab toe-touch,Crab toe-touch,Strength,2,1,0.0,"The crab toe-touch is a full-body exercise targeting the glutes, hamstrings, quads, and core. It is a challenging move that trains balance, core strength, and many muscle groups, making it work well in a time-efficient bodyweight circuit workout."
31,96.6880061893635,2,Holman Straight Plank with Alternating Diagonal Sit-Back,Holman Straight Plank with Alternating Diagonal Sit-Back,Strength,2,1,6.286607142857143,
26,90.40296656982237,2,Feet-elevated plank on ball,Feet-elevated plank on ball,Strength,5,1,6.286607142857143,"The feet-elevated plank is a variation on the straight-arm plank, a bodyweight standard. The feet are elevated on a ball to align the body parallel to the floor and provide a greater stabilization challenge. This makes it more difficult than straight-arm planks on the floor, but also puts more emphasis on the shoulder muscles. It is often used as a shoulder and core warm-up, or as a burnout movement for a chest or shoulder workout."
18,74.40015670693793,2,MetaBurn Sit-Through,MetaBurn Sit-Through,Strength,2,1,6.286607142857143,
30,61.15012116699636,2,Holman Single-Leg Right Pike,Holman Single-Leg Right Pike,Strength,2,1,6.286607142857143,
21,92.34677458833787,2,Holman Elbow Plank,Holman Elbow Plank,Strength,2,1,6.286607142857143,
18,72.26780875326837,0,Landmine twist,Landmine twist,Strength,9,1,9.5,"The landmine twist is a rotational abdominal movement performed using an angled barbell anchored at floor level in a landmine device. It can also be performed by sticking a barbell in the corner of a room, preferably in a towel to protect the walls. It targets the deep muscles of the core, including both the obliques and the transversus abdominis. It can be done fast or slow, for time or reps, either in traditional muscle-focused rep ranges such as 8-12 reps per side or for higher rep ranges."
